"aX","aY","aZ","gX","gY","gZ"
"0.23","0.703","-2.416","-58.716","246.948","3.357"
"0.35","0.62","-1.676","-24.048","136.169","-0.244"
"0.39","0.381","-0.898","5.005","58.411","-6.287"
"0.278","0.27","-0.505","25.33","29.907","-4.517"
"0.248","0.22","-0.305","30.457","18.921","-0.061"
"0.287","0.238","-0.08","22.522","8.118","2.563"
"0.33","0.101","0.137","7.507","3.052","0.488"
"0.362","-0.093","0.211","-12.756","11.658","-2.075"
"0.415","-0.029","0.121","-33.875","26.978","5.005"
"0.506","0.27","0.071","-46.387","31.189","18.25"
"0.602","0.642","0.238","-48.828","20.691","26.794"
"0.641","0.861","0.461","-39.246","7.019","25.024"
"0.628","0.871","0.595","-23.865","-1.465","13.916"
"0.563","0.78","0.765","-9.705","-9.094","2.686"
"0.488","0.648","0.928","0","-14.587","-5.859"
"0.384","0.503","0.966","8.728","-13.916","-11.841"
"0.303","0.33","0.976","16.113","-13.855","-15.747"
"0.264","0.171","1.006","20.935","-16.174","-16.174"
"0.248","0.075","1.078","22.705","-17.761","-12.39"
"0.265","0.046","1.093","21.79","-14.893","-5.188"
"0.313","0.093","1.065","18.433","-8.484","3.54"
"0.356","0.23","0.977","14.587","-1.465","12.939"
"0.397","0.332","0.902","12.512","2.319","18.494"
"0.427","0.437","0.875","12.878","2.502","20.63"
"0.454","0.548","0.893","14.282","1.221","20.874"
"0.44","0.555","0.945","15.198","-0.061","16.296"
"0.421","0.47","1.009","15.137","0.793","9.338"
"0.396","0.429","0.997","14.282","6.348","5.615"
"0.392","0.423","0.923","14.465","12.878","4.211"
"0.388","0.421","0.907","16.174","15.381","2.197"
"0.409","0.367","0.93","18.738","15.625","0"
"0.424","0.311","0.886","19.348","19.348","-0.671"
"0.434","0.278","0.75","16.724","25.879","0.488"
"0.458","0.26","0.576","13.489","29.236","2.808"
"0.5","0.274","0.557","10.986","23.254","6.165"
"0.516","0.284","0.584","8.118","16.663","9.094"
"0.529","0.288","0.569","3.113","15.198","11.047"
"0.531","0.339","0.526","-3.052","15.076","13.428"
"0.542","0.408","0.499","-7.874","12.329","15.442"
"0.552","0.456","0.512","-10.559","6.165","15.015"
"0.546","0.458","0.61","-10.62","-1.343","12.573"
"0.544","0.456","0.721","-10.193","-6.348","10.376"
"0.536","0.489","0.83","-10.071","-7.874","9.338"
"0.52","0.511","0.888","-10.437","-5.92","7.202"
"0.493","0.496","0.854","-11.475","-2.38","4.517"
"0.47","0.425","0.888","-10.925","-2.686","1.343"
"0.47","0.351","1","-8.85","-5.188","-0.366"
"0.477","0.343","1.008","-6.653","-1.526","0.427"
"0.478","0.368","0.903","-4.578","6.165","1.77"
"0.477","0.374","0.808","-2.808","10.376","2.197"
"0.503","0.351","0.76","-1.282","9.949","1.77"
"0.506","0.338","0.642","-0.488","9.583","1.404"
"0.513","0.299","0.59","-0.366","6.042","0.549"
"0.505","0.257","0.658","-0.366","-1.343","0.061"
"0.498","0.203","0.735","0.427","-6.104","0"
"0.495","0.182","0.751","1.16","-6.897","0.977"
"0.494","0.239","0.75","0.732","-6.531","4.272"
"0.498","0.331","0.75","-0.488","-6.531","7.385"
"0.488","0.379","0.758","-1.465","-8.057","7.385"
"0.464","0.359","0.813","-0.671","-11.414","4.761"
"0.438","0.344","0.916","1.587","-14.526","2.991"
"0.419","0.343","0.981","4.7","-13.794","2.991"
"0.402","0.342","1.001","8.911","-10.681","3.418"
"0.384","0.357","1.001","12.695","-6.47","3.845"
"0.373","0.366","0.989","14.771","-2.441","4.272"
"0.366","0.358","0.928","14.587","1.282","4.822"
"0.384","0.338","0.907","13.367","3.235","5.737"
"0.391","0.329","0.914","10.132","4.822","7.08"
"0.41","0.377","0.86","7.202","9.827","9.399"
"0.408","0.406","0.799","6.348","14.099","10.681"
"0.405","0.377","0.782","5.005","15.503","9.766"
"0.408","0.382","0.739","2.258","17.273","10.559"
"0.447","0.46","0.632","-1.038","19.043","13.123"
"0.461","0.516","0.628","-3.601","15.869","13.062"
"0.479","0.494","0.681","-5.859","11.169","10.071"
"0.483","0.484","0.696","-6.836","10.681","7.996"
"0.485","0.507","0.673","-6.775","12.024","7.202"
"0.489","0.546","0.629","-5.066","12.085","6.836"
"0.496","0.554","0.603","-2.747","9.705","5.371"
"0.494","0.529","0.654","-0.732","5.005","2.686"
"0.493","0.503","0.711","1.709","2.075","0.916"
"0.488","0.491","0.717","3.967","2.502","0.122"
"0.48","0.475","0.713","5.127","3.723","-0.549"
"0.473","0.45","0.723","4.761","4.028","-1.221"
"0.453","0.408","0.692","3.967","4.15","-1.648"
"0.442","0.391","0.709","3.723","2.319","-1.282"
"0.438","0.403","0.782","4.761","-0.916","-0.061"
"0.428","0.393","0.837","6.897","-2.319","0.61"
"0.422","0.384","0.856","7.751","-1.099","1.465"
"0.411","0.413","0.851","7.996","0.671","3.174"
"","","","","",""
"2.123","0.208","-0.962","-33.386","37.598","-8.301"
"2.299","0.066","-1.291","-39.978","30.151","-23.376"
"2.426","-0.102","-1.682","-40.283","17.395","-37.354"
"2.418","-0.353","-2.045","-42.236","4.211","-49.377"
"2.328","-0.738","-1.989","-48.401","-25.818","-58.533"
"2.16","-1.146","-1.63","-51.636","-62.195","-58.716"
"2.012","-1.378","-1.388","-49.561","-84.351","-50.476"
"1.873","-1.33","-1.363","-44.434","-93.506","-30.518"
"1.706","-0.891","-1.344","-41.199","-110.657","-1.282"
"1.553","-0.392","-1.003","-48.218","-140.076","14.16"
"1.344","-0.19","-0.594","-62.744","-160.645","8.728"
"1.117","-0.147","-0.447","-85.266","-162.109","-3.235"
"0.917","-0.009","-0.637","-118.286","-149.353","-8.484"
"0.549","0.034","-0.702","-160.95","-142.7","-10.681"
"0.201","0.509","-0.538","-205.994","-146.057","-7.263"
"-0.473","0.746","-0.228","-234.375","-153.442","-8.667"
"-1.292","0.742","0.008","-221.68","-168.701","-7.08"
"-1.89","0.881","0.593","-172.791","-214.539","11.902"
"-2.091","1.99","1.209","-112.549","-271.362","58.044"
"-2.099","3.12","1.747","-64.88","-302.734","92.712"
"-1.908","3.177","2.672","-29.785","-326.111","61.523"
"-1.58","2.387","3.66","-12.146","-327.393","1.099"
"-1.593","1.826","4","-33.447","-270.081","-28.687"
"-1.57","1.406","3.981","-61.34","-164.978","-33.997"
"-1.24","1.406","3.272","-66.04","-76.416","-22.583"
"-1.011","1.431","2.842","-51.819","-32.654","-13.306"
"-0.759","0.858","2.591","-25.574","-7.812","-25.452"
"-0.552","0.468","2.207","-4.272","20.325","-28.687"
"-0.359","0.361","1.622","-2.075","57.251","-18.25"
"-0.203","0.357","1.029","-12.695","86.731","-9.338"
"-0.066","0.366","0.67","-24.902","95.703","-3.174"
"0.071","0.406","0.478","-34.668","94.849","1.77"
"0.171","0.482","0.228","-37.659","94.177","7.324"
"0.264","0.566","-0.149","-35.339","93.567","9.583"
"0.318","0.692","-0.375","-29.053","79.834","9.277"
"0.332","0.645","-0.237","-20.02","49.744","2.747"
"0.319","0.494","0.055","-10.742","23.743","-5.554"
"0.283","0.366","0.132","-4.639","13.855","-9.216"
"0.279","0.266","0.255","-4.578","8.24","-8.362"
"0.304","0.271","0.41","-10.193","3.54","-3.113"
"0.34","0.245","0.511","-16.846","4.272","0.122"
"0.366","0.228","0.516","-22.766","9.583","3.723"
"0.4","0.24","0.476","-28.137","14.038","9.155"
"0.423","0.309","0.444","-32.532","14.771","15.686"
"0.453","0.422","0.454","-33.386","10.925","21.484"
"0.451","0.521","0.505","-29.907","4.028","24.658"
"0.46","0.58","0.599","-25.208","-3.723","24.475"
"0.468","0.646","0.719","-20.142","-11.78","23.071"
"0.475","0.728","0.786","-14.771","-16.296","20.447"
"0.479","0.757","0.81","-9.827","-18.799","14.709"
"0.459","0.658","0.841","-5.615","-21.667","5.432"
"0.43","0.526","0.896","-2.991","-24.414","-2.197"
"0.414","0.466","0.931","-0.366","-24.536","-4.7"
"0.396","0.445","0.909","2.747","-22.095","-4.333"
"0.376","0.424","0.907","6.714","-21.423","-3.54"
"0.368","0.44","0.97","12.817","-23.682","-1.892"
"0.362","0.495","1.027","19.226","-25.269","0.427"
"0.359","0.516","1.057","23.987","-24.17","1.282"
"0.357","0.523","1.092","26.428","-22.217","0.793"
"0.353","0.541","1.116","25.635","-18.921","0.183"
"0.332","0.538","1.129","22.644","-13.184","-1.465"
"0.312","0.443","1.141","17.517","-6.104","-4.272"
"0.293","0.522","1.069","11.536","2.38","-4.883"
"0.286","0.391","1.003","7.812","8.667","-9.216"
"0.282","0.327","0.941","7.69","11.841","-7.751"
"0.321","0.434","0.904","6.531","13.489","-0.183"
"0.354","0.517","0.884","4.333","14.954","3.662"
"0.381","0.504","0.823","2.625","17.761","2.014"
"0.39","0.466","0.707","1.16","21.423","0.427"
"0.396","0.435","0.614","0.793","21.729","0.793"
"0.418","0.448","0.598","0.732","17.151","2.808"
"0.439","0.508","0.63","0.366","12.39","5.493"
"0.474","0.592","0.692","-0.122","9.155","6.958"
"0.463","0.628","0.681","-0.244","8.728","5.676"
"0.457","0.632","0.704","-0.488","6.775","2.808"
"0.445","0.596","0.761","-1.831","3.479","-0.122"
"0.431","0.559","0.857","-2.625","1.465","-1.892"
"0.407","0.527","0.929","-2.258","2.869","-2.991"
"0.383","0.484","0.907","-1.038","7.996","-3.418"
"0.363","0.456","0.871","1.038","11.658","-2.747"
"0.351","0.459","0.908","3.296","11.719","-1.587"
"0.342","0.437","0.968","4.761","12.268","-1.099"
"0.331","0.424","0.928","5.249","17.395","-0.305"
"0.347","0.47","0.842","3.967","24.048","1.587"
"0.346","0.514","0.788","3.54","25.818","2.625"
"0.337","0.473","0.796","6.165","23.499","1.16"
"0.345","0.463","0.783","9.644","21.24","0.366"
"0.339","0.432","0.776","13.428","20.203","0.183"
"0.339","0.408","0.756","16.418","20.081","1.221"
"0.335","0.451","0.716","18.616","20.386","3.906"
"0.323","0.465","0.69","22.278","17.639","4.395"
"0.311","0.433","0.709","27.344","13.062","3.174"
"0.303","0.427","0.743","32.41","9.338","3.784"
"0.282","0.418","0.754","36.987","8.118","4.944"
"0.264","0.388","0.768","39.612","7.812","5.859"
"0.265","0.39","0.806","39.185","7.69","7.812"
"0.256","0.42","0.855","36.804","9.46","10.742"
"0.256","0.434","0.906","32.715","13.367","12.573"
"0.269","0.455","0.907","28.503","20.386","14.648"
"0.279","0.626","0.807","25.574","28.32","17.7"
"0.292","0.659","0.744","22.766","32.043","15.137"
"0.293","0.659","0.794","21.545","30.212","11.108"
"0.293","0.687","0.842","21.606","29.297","9.338"
"0.319","0.687","0.796","22.705","32.654","6.653"
"0.32","0.672","0.755","24.414","34.18","3.052"
"0.312","0.647","0.777","25.269","31.921","0.183"
"0.296","0.568","0.849","25.818","29.907","-2.93"
"0.268","0.47","0.893","26.306","30.579","-4.517"
"0.247","0.418","0.904","27.344","32.715","-2.441"
"0.235","0.439","0.921","28.076","34.668","2.075"
"0.209","0.467","0.932","29.175","37.17","6.958"
"0.216","0.51","0.917","30.396","39.795","10.986"
"0.233","0.571","0.904","31.738","41.626","14.16"
"0.269","0.547","0.922","32.043","42.664","13.733"
"0.278","0.491","0.907","30.396","45.288","11.353"
"0.306","0.462","0.881","27.649","49.316","11.353"
"0.333","0.484","0.864","24.597","52.124","12.39"
"0.336","0.504","0.835","23.193","54.443","12.146"
"0.34","0.495","0.803","23.743","55.603","10.437"
"","","","","",""
"2.27","-0.973","-0.23","-22.888","-46.204","-15.991"
"2.514","-0.999","-0.2","-38.33","-45.349","-7.263"
"2.622","-1.008","-0.487","-55.725","-24.719","-2.869"
"2.597","-0.88","-1.07","-74.524","3.784","-2.38"
"2.446","-0.569","-1.62","-83.923","11.597","-2.625"
"2.152","-0.656","-1.868","-75.012","-14.465","-12.207"
"1.837","-0.966","-1.855","-55.42","-63.782","-21.79"
"1.558","-0.911","-1.73","-43.213","-113.892","-11.169"
"1.294","-0.659","-1.435","-52.307","-151.123","4.333"
"0.679","-0.629","-1.08","-76.477","-172.119","10.071"
"0.224","0.13","-0.63","-106.262","-179.749","22.461"
"-0.242","0.65","-0.205","-145.325","-183.167","26.855"
"-0.851","0.563","0.034","-159.668","-183.716","7.385"
"-1.225","0.652","0.216","-181.458","-185.791","7.812"
"-1.428","1.517","0.207","-220.642","-181.519","43.396"
"-1.57","2.537","0.002","-262.878","-166.077","74.402"
"-1.84","2.997","0.041","-286.377","-164.185","67.749"
"-2.158","2.999","0.57","-276.733","-194.885","39.124"
"-2.134","3.021","1.384","-240.112","-237.305","30.579"
"-1.844","3.508","2.357","-184.875","-276.367","42.358"
"-1.532","3.859","3.196","-104.187","-304.199","39.917"
"-1.093","3.334","3.754","-5.615","-314.148","-1.099"
"-0.984","2.112","4","77.332","-297.791","-58.228"
"-0.957","0.584","4","110.962","-234.436","-104.553"
"-0.896","-0.699","4","103.882","-124.084","-120.056"
"-0.815","-1.295","3.575","66.833","5.798","-104.492"
"-0.556","-1.271","2.693","16.602","126.038","-65.186"
"-0.503","-0.632","1.152","-21.912","219.788","-1.221"
"-0.111","-0.006","0.501","-33.875","228.027","52.49"
"0.04","0.819","-0.044","-41.077","216.553","88.013"
"0.285","1.262","-0.401","-32.898","187.317","92.041"
"0.329","1.216","-0.625","-19.836","152.466","69.519"
"0.374","1.054","-0.6","-9.094","107.605","41.748"
"0.39","0.752","-0.215","-2.686","62.378","17.578"
"0.378","0.624","0.105","1.16","37.72","4.822"
"0.358","0.474","0.208","1.77","34.668","-2.014"
"0.345","0.288","0.265","-5.066","37.048","-5.432"
"0.386","0.235","0.323","-18.555","39.185","-1.465"
"0.471","0.347","0.277","-34.607","46.936","8.118"
"0.557","0.494","0.109","-47.241","57.312","16.479"
"0.617","0.565","-0.051","-52.002","59.631","20.264"
"0.646","0.624","-0.112","-48.828","50.354","23.682"
"0.664","0.736","-0.052","-40.527","32.349","28.076"
"0.644","0.863","0.05","-27.649","11.597","29.968"
"0.633","0.987","0.132","-13.916","-7.507","26.489"
"0.589","1.041","0.318","-2.38","-28.381","17.334"
"0.529","0.928","0.566","8.484","-48.035","2.686"
"0.464","0.744","0.771","18.372","-58.777","-10.742"
"0.409","0.609","0.896","25.024","-61.157","-18.433"
"0.368","0.512","1","27.283","-57.922","-20.874"
"0.333","0.401","1.144","24.292","-52.368","-21.729"
"0.326","0.303","1.23","17.944","-40.344","-19.653"
"0.34","0.292","1.18","11.658","-22.034","-12.817"
"0.364","0.376","0.999","7.812","-4.333","-4.089"
"0.393","0.485","0.901","6.409","3.479","1.77"
"0.406","0.519","0.933","9.216","2.502","3.479"
"0.409","0.525","0.921","14.099","2.869","3.784"
"0.423","0.588","0.846","17.212","5.432","5.859"
"0.432","0.678","0.807","18.188","5.127","6.775"
"0.436","0.707","0.847","19.409","1.709","3.601"
"0.429","0.659","0.888","21.24","0.427","-2.136"
"0.406","0.576","0.874","24.353","2.563","-7.141"
"0.387","0.47","0.809","27.588","5.981","-10.193"
"0.382","0.398","0.767","30.457","6.836","-9.766"
"0.387","0.376","0.779","32.654","4.883","-6.226"
"0.404","0.369","0.824","33.02","5.005","-1.77"
"0.421","0.42","0.758","30.701","9.277","1.648"
"0.433","0.426","0.7","25.391","13.55","3.967"
"0.465","0.457","0.689","17.212","14.587","6.714"
"0.486","0.485","0.751","9.155","14.038","9.216"
"0.5","0.496","0.777","2.747","17.212","10.01"
"0.517","0.499","0.727","-1.221","22.644","10.01"
"0.523","0.523","0.659","-2.38","26.001","9.888"
"0.549","0.576","0.604","-0.793","24.231","9.521"
"0.566","0.607","0.603","2.625","18.494","7.446"
"0.549","0.566","0.663","5.127","12.451","2.686"
"0.537","0.499","0.725","7.202","8.911","-1.404"
"0.523","0.473","0.77","9.338","8.545","-2.625"
"0.499","0.462","0.756","12.207","10.376","-3.052"
"0.483","0.413","0.666","15.076","13.123","-4.028"
"0.482","0.372","0.635","16.357","11.23","-3.967"
"0.475","0.37","0.686","15.869","7.019","-2.075"
"0.465","0.348","0.719","14.771","6.104","-1.526"
"0.438","0.314","0.717","13.672","8.057","-0.977"
"0.41","0.303","0.658","12.634","10.193","0.854"
"0.417","0.337","0.582","13.367","9.644","4.578"
"0.411","0.401","0.615","15.564","2.014","8.118"
"0.42","0.43","0.729","19.592","-7.324","9.155"
"0.416","0.427","0.816","24.048","-11.23","8.606"
"0.417","0.427","0.845","27.344","-9.277","8.606"
"0.412","0.433","0.831","29.541","-5.737","9.155"
"0.391","0.432","0.806","29.358","-1.709","9.399"
"0.391","0.464","0.808","27.771","0.366","10.132"
"0.386","0.505","0.851","26.245","1.465","10.62"
"0.374","0.515","0.888","25.452","5.005","9.46"
"0.359","0.521","0.862","25.757","10.498","8.972"
"0.357","0.536","0.787","26.123","15.869","9.338"
"0.35","0.539","0.756","25.146","17.212","9.399"
"0.362","0.514","0.763","23.804","16.174","8.911"
"0.354","0.505","0.784","21.79","16.663","9.155"
"0.339","0.497","0.783","19.592","19.47","9.888"
"0.311","0.493","0.751","18.738","22.4","11.047"
"0.287","0.504","0.735","19.409","22.705","13.184"
"0.262","0.541","0.771","20.63","20.691","15.991"
"0.259","0.584","0.823","23.499","18.616","18.738"
"0.262","0.623","0.867","28.442","17.578","20.569"
"0.289","0.658","0.876","34.241","19.104","21.301"
"0.314","0.724","0.877","39.612","21.362","21.362"
"0.324","0.713","0.863","43.274","24.963","17.761"
"0.322","0.613","0.83","43.579","29.907","11.475"
"0.313","0.574","0.805","40.344","35.4","9.644"
"0.316","0.617","0.81","37.109","38.757","11.169"
"0.317","0.633","0.797","36.682","41.138","10.681"
"0.316","0.61","0.77","38.879","42.358","8.118"
"0.305","0.556","0.796","42.847","39.795","5.737"
"0.326","0.515","0.833","48.645","35.095","5.859"
"0.323","0.518","0.886","55.115","31.738","7.08"
"0.309","0.5","0.919","61.279","30.212","8.057"
"0.316","0.501","0.855","67.932","31.433","9.46"
"","","","","",""
"2.032","-0.323","-0.644","-16.052","-21.423","-15.625"
"2.159","-0.355","-0.76","-23.376","-26.489","-16.296"
"2.142","-0.343","-0.893","-29.846","-29.114","-16.052"
"2.045","-0.433","-1.041","-33.569","-33.63","-21.667"
"1.889","-0.68","-1.053","-36.743","-46.143","-32.654"
"1.806","-0.969","-1.097","-37.17","-61.279","-36.682"
"1.79","-1.041","-1.242","-38.635","-75.745","-25.146"
"1.795","-0.942","-1.362","-38.879","-96.863","-5.249"
"1.788","-0.703","-1.34","-47.241","-123.047","12.024"
"1.711","-0.096","-1.164","-72.266","-142.334","24.536"
"1.454","0.473","-0.957","-118.408","-142.029","20.569"
"0.933","0.399","-0.917","-176.514","-121.826","-9.277"
"0.24","0.084","-1.146","-237.854","-89.722","-33.691"
"-0.531","0.401","-1.445","-283.264","-72.144","-19.226"
"-1.296","1.216","-1.577","-292.725","-93.506","15.32"
"-2.131","1.742","-1.15","-278.687","-160.156","31.128"
"-2.989","2.145","-0.146","-260.986","-245.85","39.063"
"-3.233","2.818","1.255","-245.056","-330.444","67.383"
"-2.852","3.921","2.464","-221.802","-390.869","101.807"
"-2.065","4","3.669","-197.266","-423.096","86.121"
"-1.996","3.901","4","-171.448","-408.813","31.555"
"-1.523","2.921","4","-131.714","-335.083","-28.625"
"-0.896","2.32","4","-56.213","-204.102","-53.04"
"-0.696","1.892","3.994","8.728","-74.768","-66.772"
"-0.63","0.835","2.86","56.335","7.874","-106.262"
"-0.654","-0.744","2.223","61.829","52.307","-149.841"
"-0.578","-1.695","1.678","25.146","97.839","-160.889"
"-0.433","-1.584","0.879","-24.17","149.353","-126.587"
"-0.142","-0.599","0.118","-59.998","177.612","-13.672"
"0.14","0.54","-0.176","-69.763","164.124","64.514"
"0.318","0.977","-0.124","-63.721","125.854","68.665"
"0.387","1.03","-0.06","-47.546","94.604","50.11"
"0.384","1.04","-0.125","-28.503","72.449","34.851"
"0.332","0.823","-0.143","-13.916","52.124","16.907"
"0.262","0.483","0.033","-5.005","30.518","0.305"
"0.226","0.247","0.364","-1.404","15.991","-6.287"
"0.26","0.182","0.569","-2.502","16.968","-3.967"
"0.312","0.356","0.725","-5.249","30.151","4.028"
"0.352","0.374","0.514","-8.606","49.255","8.911"
"0.409","0.37","0.293","-11.658","56.885","11.353"
"0.473","0.532","0.173","-12.39","52.307","22.644"
"0.545","0.773","0.163","-8.789","38.635","33.02"
"0.58","0.844","0.191","-2.014","24.475","31.799"
"0.578","0.845","0.189","6.104","10.986","25.635"
"0.575","0.94","0.169","12.878","-2.747","21.973"
"0.544","0.97","0.263","17.639","-20.264","14.404"
"0.511","0.842","0.448","21.179","-37.354","0.305"
"0.459","0.66","0.568","24.597","-46.021","-12.939"
"0.371","0.477","0.602","27.161","-47.729","-22.339"
"0.325","0.313","0.649","26.55","-48.828","-26.733"
"0.291","0.247","0.789","23.926","-52.673","-24.658"
"0.277","0.237","0.981","20.752","-54.993","-18.982"
"0.277","0.24","1.107","18.25","-50.049","-12.39"
"0.276","0.256","1.166","16.846","-39.856","-5.249"
"0.306","0.311","1.203","16.052","-28.992","1.77"
"0.352","0.419","1.185","14.221","-16.235","8.606"
"0.376","0.522","1.112","11.23","-0.732","11.963"
"0.403","0.574","0.96","11.597","13.794","10.071"
"0.395","0.494","0.757","18.127","22.4","5.554"
"0.397","0.638","0.609","27.344","19.958","3.601"
"0.427","0.548","0.638","29.846","10.437","-5.066"
"0.405","0.265","0.738","32.654","2.808","-16.113"
"0.406","0.218","0.761","32.776","1.404","-10.437"
"0.431","0.314","0.757","31.921","1.526","0.427"
"0.456","0.375","0.776","29.114","1.77","5.493"
"0.469","0.351","0.793","24.719","3.357","6.165"
"0.472","0.336","0.753","19.836","7.751","7.629"
"0.485","0.389","0.682","15.32","12.024","11.414"
"0.5","0.438","0.664","12.146","11.658","13.794"
"0.519","0.46","0.714","9.705","8.423","14.221"
"0.539","0.506","0.781","7.629","7.263","14.465"
"0.568","0.559","0.809","5.554","8.728","14.221"
"0.587","0.606","0.795","4.211","10.803","12.817"
"0.598","0.625","0.761","5.127","10.315","9.46"
"0.604","0.587","0.767","6.165","7.263","4.517"
"0.592","0.526","0.792","6.836","5.127","0.549"
"0.57","0.454","0.78","6.409","6.226","-1.465"
"0.561","0.417","0.711","4.517","9.705","-1.465"
"0.559","0.426","0.655","2.075","10.864","-0.305"
"0.555","0.432","0.666","-0.061","8.362","0.244"
"0.544","0.398","0.692","-2.686","6.836","-0.61"
"0.523","0.375","0.667","-5.31","7.874","-0.732"
"0.514","0.376","0.609","-7.324","8.85","0.61"
"0.516","0.439","0.546","-7.324","6.042","2.869"
"0.522","0.505","0.599","-5.493","-2.563","3.845"
"0.521","0.504","0.731","-2.991","-11.23","1.282"
"0.502","0.477","0.79","1.038","-12.756","-1.404"
"0.49","0.485","0.727","5.31","-9.766","-2.441"
"0.464","0.469","0.675","7.324","-8.545","-3.784"
"0.449","0.439","0.698","8.606","-12.329","-5.493"
"0.43","0.413","0.775","11.597","-17.334","-6.775"
"0.399","0.356","0.825","14.282","-17.761","-8.301"
"0.359","0.27","0.858","13.672","-14.587","-8.972"
"0.335","0.227","0.901","10.376","-11.108","-6.104"
"0.338","0.272","0.916","4.944","-5.92","-0.305"
"0.35","0.365","0.892","-0.244","-0.61","5.005"
"0.362","0.427","0.908","-2.747","1.587","7.507"
"0.377","0.431","0.928","-2.563","3.479","7.019"
"0.379","0.445","0.926","-1.526","7.324","7.019"
"0.384","0.455","0.872","-0.549","13.245","7.446"
"0.4","0.497","0.796","-0.183","18.616","8.484"
"0.407","0.501","0.717","-0.854","21.667","7.812"
"0.405","0.486","0.635","-1.16","22.461","6.47"
"0.417","0.455","0.636","-1.709","18.921","5.127"
"0.431","0.477","0.668","-2.38","15.015","6.226"
"0.446","0.525","0.666","-2.808","13.611","7.69"
"0.454","0.53","0.656","-3.052","13.428","7.324"
"0.464","0.506","0.616","-3.54","12.512","6.47"
"0.44","0.5","0.613","-4.272","9.521","6.47"
"0.453","0.488","0.693","-3.418","3.174","6.287"
"0.466","0.526","0.796","-1.465","0","7.263"
"0.481","0.564","0.825","1.038","1.831","7.568"
"0.497","0.596","0.802","3.723","6.042","6.714"
"0.501","0.616","0.779","5.31","8.179","5.188"
"0.501","0.601","0.781","6.348","8.057","2.808"
"0.501","0.574","0.821","6.714","7.324","0.977"
"0.505","0.57","0.856","7.446","7.935","0.488"
"0.501","0.579","0.844","8.362","11.108","0.366"
"0.498","0.581","0.812","8.911","14.099","0.122"
"","","","","",""
"2.293","-0.243","-1.175","9.277","-16.052","-1.587"
"2.528","-0.334","-1.579","-2.075","-18.738","-5.127"
"2.574","-0.453","-1.725","-17.944","-29.846","-12.085"
"2.44","-0.795","-1.549","-32.837","-48.767","-23.071"
"2.357","-1.105","-1.472","-43.945","-60.913","-26.672"
"2.358","-0.92","-1.762","-48.584","-64.209","-13.489"
"2.169","-0.594","-1.992","-48.706","-76.66","-1.953"
"1.927","-0.642","-1.924","-54.626","-105.042","-7.935"
"1.666","-0.573","-1.675","-75.378","-131.714","-11.963"
"1.393","-0.105","-1.434","-108.032","-144.409","-4.761"
"1.041","0.317","-1.289","-139.282","-149.353","-4.7"
"0.615","0.466","-1.191","-174.744","-151.123","-18.372"
"0.128","0.775","-1.054","-230.225","-145.203","-26.062"
"-0.547","1.343","-0.917","-287.17","-138.977","-24.658"
"-1.372","1.615","-0.967","-312.744","-142.334","-25.818"
"-2.343","1.462","-0.773","-296.082","-177.429","-28.931"
"-3.065","1.723","-0.089","-253.54","-251.587","-9.155"
"-3.398","2.562","0.955","-195.679","-340.332","64.697"
"-3.036","4","2.209","-135.376","-409.973","138.855"
"-2.447","4","3.67","-89.05","-448.547","69.031"
"-2.748","3.892","4","-74.097","-433.777","-20.874"
"-2.217","2.509","4","-67.017","-343.079","-84.473"
"-1.473","2.004","4","-40.405","-200.317","-83.191"
"-1.268","1.737","4","-1.648","-57.556","-70.435"
"-1.089","0.489","3.238","36.682","38.879","-100.769"
"-1.024","-0.714","2.577","44.25","84.778","-123.108"
"-0.868","-1.335","2.046","30.579","121.033","-114.929"
"-0.597","-1.262","1.148","15.381","166.382","-52.002"
"-0.277","-0.385","0.476","2.441","182.8","35.278"
"0.094","0.544","0.114","-8.911","172.424","85.388"
"0.366","1.108","-0.233","-18.494","160.645","93.384"
"0.525","1.309","-0.628","-21.362","147.461","78.308"
"0.556","1.192","-0.794","-14.221","118.042","52.185"
"0.515","0.877","-0.589","-2.991","75.134","26.001"
"0.502","0.634","-0.333","8.728","42.053","12.268"
"0.488","0.526","-0.203","16.541","26.062","8.179"
"0.483","0.427","-0.056","15.442","16.663","4.517"
"0.498","0.341","0.084","8.728","11.475","2.747"
"0.555","0.304","0.135","0.549","11.414","4.944"
"0.522","0.165","0.156","-7.874","13.611","9.399"
"0.578","0.398","0.182","-15.869","11.414","23.804"
"0.59","0.591","0.281","-22.095","5.554","33.203"
"0.594","0.736","0.322","-24.048","-1.343","34.546"
"0.585","0.85","0.402","-21.24","-11.108","32.471"
"0.558","0.851","0.494","-15.808","-22.827","24.902"
"0.512","0.844","0.641","-7.324","-36.133","16.785"
"0.464","0.779","0.854","2.502","-48.462","7.874"
"0.43","0.604","0.958","11.169","-50.476","-2.93"
"0.385","0.454","0.995","16.846","-45.776","-9.216"
"0.358","0.39","1.006","19.409","-39.978","-9.094"
"0.35","0.34","1.017","19.287","-33.386","-7.874"
"0.35","0.28","0.994","16.907","-24.841","-6.104"
"0.365","0.289","0.914","14.16","-16.235","-1.099"
"0.391","0.375","0.86","10.681","-10.925","5.188"
"0.426","0.417","0.809","7.324","-7.263","8.484"
"0.442","0.483","0.764","5.554","-5.371","11.108"
"0.442","0.584","0.743","4.944","-5.92","13.428"
"0.432","0.577","0.796","5.493","-8.301","10.559"
