"aX","aY","aZ","gX","gY","gZ"
"-0.936","1.903","-1.501","104.248","485.168","29.724"
"-0.861","1.674","-1.941","115.295","433.716","-4.028"
"-0.713","1.39","-2.265","125.671","372.803","-28.259"
"-0.624","1.224","-2.411","130.554","309.753","-39.246"
"-0.555","1.039","-2.256","125.854","244.446","-46.875"
"-0.499","0.672","-1.949","109.924","190.43","-57.434"
"-0.368","0.241","-1.75","85.205","158.813","-60.669"
"-0.216","0.174","-1.642","63.232","139.221","-44.25"
"-0.073","0.475","-1.612","49.377","121.643","-18.982"
"0.086","0.703","-1.582","44.128","99.487","-8.362"
"0.207","0.632","-1.482","46.143","72.388","-15.259"
"0.262","0.424","-1.281","50.598","44.189","-24.902"
"0.283","0.258","-0.933","51.575","16.785","-27.893"
"0.299","0.182","-0.526","49.255","-2.686","-24.048"
"0.341","0.2","-0.224","43.335","-8.057","-15.93"
"0.361","0.288","-0.071","34.424","-2.258","-6.958"
"0.376","0.329","0.007","23.254","6.47","-2.197"
"0.42","0.311","0.036","11.169","16.052","-0.61"
"0.471","0.252","-0.026","2.197","26.855","0.977"
"0.536","0.213","-0.144","-1.77","34.546","3.967"
"0.593","0.243","-0.251","-0.916","35.4","8.118"
"0.635","0.26","-0.313","1.709","31.25","9.766"
"0.666","0.239","-0.363","4.7","24.719","9.033"
"0.691","0.228","-0.402","6.165","16.846","8.972"
"0.713","0.212","-0.401","5.188","7.751","8.911"
"0.743","0.175","-0.336","2.747","-1.221","7.568"
"0.771","0.137","-0.253","-0.549","-7.507","6.958"
"0.802","0.113","-0.236","-3.113","-10.254","7.263"
"0.834","0.133","-0.255","-3.174","-12.817","8.972"
"0.865","0.155","-0.222","0.305","-19.653","10.681"
"0.887","0.165","-0.109","4.7","-28.564","10.559"
"0.913","0.155","0.007","7.568","-33.569","9.949"
"0.946","0.153","0.116","6.897","-33.02","9.644"
"0.979","0.171","0.215","2.808","-28.381","9.827"
"1.002","0.194","0.253","-1.77","-19.653","9.399"
"1.011","0.213","0.206","-3.357","-9.949","8.85"
"1.01","0.234","0.128","-2.197","-3.54","8.301"
"1.013","0.269","0.099","0.916","-2.563","8.118"
"1.015","0.317","0.11","4.456","-3.662","7.935"
"1.017","0.334","0.105","7.141","-2.869","6.47"
"1.022","0.309","0.071","8.179","-0.244","4.028"
"1.025","0.265","0.019","7.996","2.258","2.258"
"1.029","0.233","-0.016","8.789","2.93","1.953"
"1.038","0.248","-0.041","10.986","2.075","3.174"
"1.04","0.287","-0.061","12.878","1.099","4.578"
"1.036","0.314","-0.065","13.977","-0.061","4.211"
"1.025","0.308","-0.06","14.282","-0.671","2.319"
"1.021","0.307","-0.067","14.038","-0.671","0.977"
"1.012","0.323","-0.075","13.55","-0.61","0.671"
"1.01","0.325","-0.1","13.306","-0.488","0.061"
"1.012","0.332","-0.123","12.939","-0.793","-0.977"
"1.007","0.346","-0.134","12.146","-1.648","-2.136"
"1.001","0.335","-0.129","10.925","-3.113","-4.028"
"0.994","0.309","-0.114","10.132","-4.944","-6.409"
"0.984","0.288","-0.081","9.338","-6.47","-7.812"
"0.968","0.26","-0.036","8.484","-7.568","-8.972"
"0.938","0.226","-0.039","8.972","-7.202","-9.766"
"0.935","0.156","-0.067","7.935","-6.226","-9.155"
"0.911","0.152","-0.035","4.883","-7.019","-6.348"
"0.906","0.159","0.01","4.822","-7.568","-3.357"
"0.907","0.16","-0.006","3.784","-5.737","-1.953"
"0.899","0.174","-0.04","4.395","-5.432","-0.854"
"0.905","0.172","-0.02","4.517","-7.446","0.061"
"0.904","0.187","0.021","3.906","-9.033","1.038"
"0.916","0.169","0.01","3.601","-7.751","1.77"
"0.925","0.172","-0.023","3.967","-6.226","2.808"
"0.927","0.204","-0.023","3.784","-6.958","4.517"
"0.931","0.218","-0.012","3.113","-7.935","4.639"
"0.934","0.214","-0.005","2.441","-8.301","3.723"
"0.939","0.208","-0.011","2.136","-8.423","3.54"
"0.943","0.212","-0.006","1.465","-8.728","4.028"
"0.952","0.231","0.011","0.427","-8.606","4.7"
"0.955","0.256","0.01","-1.221","-6.897","4.883"
"0.958","0.27","-0.024","-1.831","-4.883","4.272"
"0.963","0.265","-0.08","-0.61","-4.822","3.54"
"0.966","0.256","-0.098","1.831","-7.629","2.686"
"0.959","0.252","-0.044","3.662","-12.512","1.892"
"0.957","0.233","0.015","4.028","-15.32","1.221"
"0.954","0.228","0.032","3.052","-14.282","1.221"
"0.956","0.249","0.007","1.709","-12.085","2.075"
"0.955","0.253","0.007","0.427","-11.658","2.197"
"0.951","0.214","0.064","-0.305","-13.062","0.793"
"0.95","0.174","0.109","-1.77","-12.207","0.732"
"0.954","0.196","0.108","-3.967","-8.301","2.563"
"0.957","0.249","0.073","-5.005","-4.578","4.761"
"0.968","0.271","0.018","-4.639","-2.563","4.456"
"0.965","0.266","-0.014","-2.808","-3.357","2.808"
"0.965","0.252","0.007","-1.099","-6.165","1.465"
"0.96","0.267","0.045","-0.977","-7.874","1.099"
"0.954","0.288","0.054","-1.709","-7.019","0.61"
"0.948","0.271","0.036","-1.77","-5.554","-0.61"
"0.948","0.219","-0.017","-0.671","-4.761","-2.136"
"0.945","0.197","-0.069","1.282","-5.92","-1.77"
"0.945","0.227","-0.061","3.418","-9.644","-0.061"
"0.942","0.264","-0.008","4.639","-13.55","0.671"
"0.94","0.263","0.029","4.639","-14.954","-0.061"
"0.935","0.24","0.041","3.54","-13.611","-1.038"
"0.934","0.215","0.045","1.648","-12.207","-1.282"
"0.944","0.21","0.066","0.305","-11.841","-0.732"
"0.944","0.238","0.079","-0.305","-11.353","0.183"
"0.942","0.259","0.08","-0.488","-10.681","0.305"
"","","","","",""
"0.37","-0.274","2.272","41.443","-55.969","-13.184"
"0.376","-0.277","2.644","46.875","-58.35","-11.353"
"0.322","-0.328","3.084","51.697","-57.373","-12.329"
"0.155","-0.528","3.634","50.049","-49.194","-18.86"
"-0.092","-0.859","4","36.743","-32.471","-25.757"
"-0.325","-1.16","4","13.428","7.324","-24.109"
"-0.501","-1.312","4","3.601","88.501","-10.071"
"-0.615","-1.185","4","17.151","192.871","19.226"
"-0.589","-0.754","3.999","42.969","295.105","57.617"
"-0.489","-0.196","3.083","64.27","363.037","84.351"
"-0.404","0.197","2.389","83.923","384.888","92.59"
"-0.37","0.398","1.953","104.126","379.761","89.233"
"-0.36","0.543","1.62","121.46","366.821","84.778"
"-0.318","0.748","1.339","132.69","351.807","82.642"
"-0.27","1.029","1.137","138.977","335.937","79.712"
"-0.214","1.152","0.952","140.686","324.646","68.481"
"-0.22","1.161","0.602","140.259","323.486","51.331"
"-0.26","1.131","0.172","143.433","321.411","35.889"
"-0.354","1.044","-0.163","148.743","307.617","21.667"
"-0.387","0.9","-0.313","146.24","286.804","8.362"
"-0.353","0.868","-0.204","134.216","263.367","1.709"
"-0.382","0.993","-0.066","121.582","247.131","0.671"
"-0.377","0.984","-0.181","111.206","244.629","-4.883"
"-0.375","0.857","-0.476","101.501","245.605","-14.893"
"-0.38","0.706","-0.701","93.994","234.436","-21.667"
"-0.343","0.55","-0.745","89.539","207.947","-25.269"
"-0.275","0.396","-0.708","86.121","179.993","-25.452"
"-0.207","0.292","-0.705","80.994","159.546","-22.522"
"-0.173","0.249","-0.716","74.951","142.761","-17.517"
"-0.155","0.214","-0.668","67.566","124.817","-13.062"
"-0.11","0.154","-0.621","58.716","108.887","-9.705"
"-0.084","0.144","-0.602","49.988","96.069","-5.005"
"-0.045","0.197","-0.56","42.725","82.642","0.366"
"0.012","0.232","-0.486","34.79","69.946","3.54"
"0.086","0.187","-0.42","26.367","60.608","3.296"
"0.168","0.143","-0.44","19.714","55.115","3.357"
"0.249","0.172","-0.455","14.893","47.852","5.676"
"0.308","0.18","-0.386","10.742","36.926","5.249"
"0.379","0.108","-0.284","6.653","27.344","1.587"
"0.436","0.069","-0.228","2.93","21.606","0.122"
"0.479","0.035","-0.238","0.061","18.799","-0.671"
"0.495","-0.068","-0.274","-1.099","14.832","-3.479"
"0.5","-0.19","-0.285","-0.549","7.446","-5.737"
"0.509","-0.241","-0.21","0.488","-2.808","-4.517"
"0.527","-0.273","-0.062","-0.305","-12.878","-2.136"
"0.556","-0.359","0.066","-2.563","-17.395","-1.16"
"0.619","-0.415","0.085","-6.042","-14.648","1.892"
"0.691","-0.347","0.003","-8.911","-10.315","9.705"
"0.753","-0.199","-0.067","-8.728","-12.146","16.663"
"0.812","-0.138","-0.053","-5.31","-21.484","17.273"
"0.87","-0.181","0.045","-0.305","-33.63","13.489"
"0.909","-0.208","0.18","3.357","-43.213","10.742"
"0.931","-0.205","0.298","4.883","-47.852","9.766"
"0.944","-0.22","0.421","4.15","-48.523","7.874"
"0.966","-0.264","0.534","1.709","-45.532","5.798"
"0.987","-0.263","0.571","-1.16","-37.048","6.592"
"1.002","-0.21","0.519","-2.686","-26.733","9.216"
"1.007","-0.155","0.456","-1.709","-20.508","10.925"
"1.016","-0.151","0.447","-0.244","-18.86","10.315"
"1.04","-0.166","0.475","0.977","-18.555","9.277"
"1.077","-0.146","0.46","2.319","-16.052","10.132"
"1.101","-0.086","0.398","3.906","-12.756","11.047"
"1.106","-0.068","0.343","5.676","-11.963","9.46"
"1.095","-0.1","0.344","7.385","-14.648","5.676"
"1.08","-0.121","0.4","8.118","-18.005","3.723"
"1.062","-0.109","0.442","8.118","-18.738","3.296"
"1.044","-0.098","0.433","8.362","-16.541","2.747"
"1.034","-0.099","0.408","8.179","-14.282","1.648"
"1.024","-0.106","0.414","7.446","-13.184","0.549"
"1.009","-0.125","0.44","6.775","-12.207","-0.671"
"0.981","-0.154","0.459","6.042","-9.644","-1.953"
"0.964","-0.194","0.454","5.127","-6.165","-2.502"
"0.944","-0.192","0.44","3.784","-2.991","-1.587"
"0.936","-0.147","0.428","2.38","-1.282","-0.305"
"0.909","-0.176","0.408","2.625","-0.549","-0.916"
"0.907","-0.203","0.366","2.136","0.549","-1.526"
"0.899","-0.174","0.366","1.526","-0.488","-0.488"
"0.901","-0.15","0.381","1.221","-1.77","-0.183"
"0.9","-0.168","0.396","0.854","-2.197","-1.282"
"0.888","-0.222","0.38","0.977","-1.587","-2.563"
"0.882","-0.228","0.353","0","-0.488","-1.831"
"0.883","-0.193","0.357","-0.549","-0.793","-0.122"
"0.891","-0.164","0.37","-0.854","-1.221","0.488"
"0.893","-0.17","0.354","-0.671","-0.366","0.244"
"0.886","-0.176","0.298","-0.244","1.16","0.122"
"0.872","-0.162","0.251","-0.427","1.099","0.549"
"0.868","-0.17","0.266","-1.221","-1.343","0.366"
"0.875","-0.196","0.304","-2.136","-3.723","-0.183"
"0.883","-0.215","0.301","-2.991","-3.845","0"
"0.893","-0.188","0.259","-3.479","-3.296","1.221"
"0.895","-0.141","0.257","-3.54","-5.676","2.136"
"0.895","-0.141","0.308","-2.747","-9.827","0.793"
"0.889","-0.185","0.362","-1.526","-12.39","-0.916"
"0.879","-0.194","0.368","-0.427","-12.573","-1.16"
"0.854","-0.179","0.371","0.366","-12.695","-0.488"
"0.845","-0.217","0.421","0.488","-13.916","-0.977"
"0.848","-0.247","0.497","-0.488","-13.55","-0.854"
"0.864","-0.23","0.509","-2.197","-8.667","1.16"
"0.88","-0.207","0.424","-3.601","-1.709","2.808"
"0.896","-0.19","0.323","-3.906","1.709","3.784"
"0.908","-0.165","0.313","-4.517","0.244","4.272"
"0.913","-0.153","0.356","-4.7","-2.625","3.662"
"0.915","-0.158","0.353","-4.333","-3.052","2.441"
"0.91","-0.147","0.321","-3.601","-2.747","1.587"
"0.899","-0.137","0.311","-2.93","-4.578","0.671"
"0.89","-0.146","0.347","-2.502","-7.263","-0.488"
"0.883","-0.161","0.386","-2.625","-8.484","-1.526"
"0.876","-0.175","0.386","-2.38","-7.385","-1.892"
"0.866","-0.195","0.361","-1.831","-5.737","-1.587"
"0.865","-0.193","0.346","-1.587","-5.31","-0.61"
"0.869","-0.157","0.35","-2.075","-5.493","0.549"
"0.87","-0.139","0.333","-2.563","-5.31","1.038"
"0.865","-0.149","0.306","-2.563","-5.127","0.366"
"0.855","-0.169","0.299","-2.869","-6.409","-0.061"
"0.857","-0.17","0.328","-3.113","-8.484","0.122"
"0.864","-0.148","0.357","-3.967","-9.399","0.488"
"0.865","-0.12","0.342","-5.31","-8.118","0.427"
"0.854","-0.114","0.292","-6.226","-6.592","-0.305"
"0.84","-0.135","0.263","-6.226","-7.996","-1.587"
"","","","","",""
"-0.074","-0.757","3.304","12.695","-85.815","-30.579"
"-0.254","-1.082","3.974","5.859","-67.566","-29.175"
"-0.345","-1.277","4","0.183","-19.958","-12.207"
"-0.301","-1.098","4","-4.395","46.814","19.714"
"-0.276","-0.697","4","-1.587","110.657","49.927"
"-0.308","-0.503","4","5.31","168.762","60.852"
"-0.541","-0.464","4","10.315","219.238","60.364"
"-0.792","-0.421","4","8.972","264.16","61.462"
"-1.038","-0.305","4","0.977","316.345","65.247"
"-1.254","-0.106","4","-8.362","384.216","69.946"
"-1.373","0.207","3.68","-4.639","455.75","77.332"
"-1.307","0.6","2.551","15.991","505.676","86.243"
"-1.109","1.024","1.528","47.485","515.625","89.783"
"-1.042","1.352","0.915","83.496","484.924","84.045"
"-0.987","1.375","0.8","116.272","429.138","67.017"
"-0.963","1.272","1.019","134.216","381.958","49.622"
"-1.022","1.295","1.108","134.46","370.972","41.626"
"-1.098","1.4","0.823","124.329","389.954","38.208"
"-1.114","1.469","0.274","115.234","412.231","31.799"
"-1.008","1.417","-0.41","110.779","423.889","21.057"
"-0.95","1.351","-1.025","116.394","411.682","10.62"
"-0.842","1.312","-1.318","129.272","367.493","3.479"
"-0.761","1.272","-1.275","139.404","312.805","-2.93"
"-0.715","1.127","-1.172","143.982","270.142","-11.108"
"-0.698","0.974","-1.143","141.602","243.591","-15.93"
"-0.673","0.842","-1.103","127.075","224.609","-17.395"
"-0.624","0.697","-1.041","102.295","210.693","-18.86"
"-0.581","0.56","-1.052","78.735","201.538","-19.592"
"-0.526","0.461","-1.207","64.453","192.932","-17.639"
"-0.457","0.402","-1.364","59.082","175.537","-14.099"
"-0.388","0.316","-1.386","58.167","147.461","-11.475"
"-0.329","0.194","-1.246","57.678","115.173","-8.728"
"-0.25","0.091","-1.09","54.688","88.928","-3.235"
"-0.163","0.098","-0.995","47.852","72.205","4.761"
"-0.054","0.137","-0.975","39.246","61.218","12.024"
"0.051","0.113","-0.993","31.006","50.781","14.587"
"0.16","0.027","-1.016","24.902","38.452","14.832"
"0.272","-0.006","-0.984","21.179","22.461","17.151"
"0.378","0.036","-0.906","20.569","4.822","21.179"
"0.474","0.09","-0.784","21.179","-11.597","23.01"
"0.557","0.121","-0.639","21.484","-26.733","22.583"
"0.643","0.158","-0.508","19.104","-37.231","21.973"
"0.699","0.201","-0.381","14.832","-43.579","20.691"
"0.773","0.182","-0.264","9.583","-47.974","17.761"
"0.853","0.153","-0.152","3.906","-50.659","14.221"
"0.912","0.14","-0.059","-1.221","-50.964","11.475"
"0.963","0.118","0.003","-3.723","-50.964","8.301"
"0.997","0.079","0.047","-3.418","-51.514","4.272"
"1.004","0.023","0.121","-1.587","-53.894","0.366"
"1.02","-0.035","0.233","0.366","-57.556","-2.075"
"1.018","-0.075","0.369","2.747","-59.692","-2.686"
"1.021","-0.092","0.494","4.333","-57.739","-1.709"
"1.023","-0.064","0.603","3.662","-51.331","0.549"
"1.025","-0.022","0.682","0.854","-40.527","2.808"
"1.035","-0.017","0.653","-2.136","-24.475","3.784"
"1.063","-0.01","0.497","-3.357","-7.874","5.371"
"1.088","0.046","0.327","-2.869","2.075","8.179"
"1.112","0.099","0.251","-1.16","4.333","9.277"
"1.128","0.115","0.215","2.014","3.296","7.935"
"1.139","0.129","0.168","5.615","1.404","6.287"
"1.142","0.146","0.133","8.789","-1.038","5.127"
"1.134","0.155","0.116","11.23","-4.272","3.601"
"1.123","0.152","0.141","11.597","-7.385","1.526"
"1.106","0.141","0.185","9.827","-8.606","-0.183"
"1.08","0.132","0.204","6.836","-6.531","-0.916"
"1.072","0.139","0.14","3.479","-2.014","-1.404"
"1.046","0.146","0.088","1.587","-0.061","-2.563"
"1.011","0.135","0.12","0.549","-1.526","-4.578"
"1","0.085","0.195","-2.686","-2.686","-7.69"
"0.965","0.002","0.193","-4.272","0","-10.193"
"0.942","-0.046","0.085","-1.648","3.235","-9.094"
"0.935","-0.026","0.031","1.77","1.038","-5.737"
"0.931","0.016","0.109","3.235","-5.249","-3.967"
"0.91","0.002","0.212","2.686","-9.521","-5.188"
"0.902","-0.065","0.207","1.038","-7.751","-7.141"
"0.91","-0.093","0.143","0.732","-5.432","-5.432"
"0.915","-0.058","0.132","1.465","-7.324","-1.526"
"0.923","-0.024","0.184","3.784","-11.658","0.549"
"0.92","-0.025","0.234","6.226","-14.343","1.221"
"0.923","-0.034","0.211","7.629","-13.55","1.831"
"0.927","0","0.182","7.568","-13","3.113"
"0.934","0.039","0.197","5.981","-13.916","3.54"
"0.945","0.041","0.231","3.845","-13.855","2.136"
"0.952","0.013","0.211","2.136","-11.108","0.671"
"0.958","0.011","0.137","0.793","-7.69","0.854"
"0.96","0.047","0.111","-0.244","-8.301","2.258"
"0.969","0.058","0.153","-0.61","-11.902","2.197"
"0.978","0.024","0.191","-0.488","-13.672","0.793"
"0.978","-0.01","0.166","0.061","-12.695","0.427"
"0.966","-0.003","0.121","1.038","-12.329","1.465"
"0.952","0.011","0.133","2.441","-15.198","2.747"
"0.939","0.005","0.216","2.686","-18.738","2.686"
"0.938","-0.032","0.282","0.793","-18.188","2.38"
"0.959","-0.042","0.267","-4.456","-12.39","3.052"
"0.954","-0.018","0.199","-6.592","-7.202","4.456"
"0.95","0.024","0.178","-5.188","-7.69","5.371"
"0.938","0.038","0.247","-4.333","-11.475","4.822"
"0.928","0.017","0.307","-4.15","-11.597","3.662"
"0.932","-0.006","0.275","-5.188","-7.324","3.479"
"0.952","-0.006","0.203","-5.554","-3.723","4.639"
"0.957","0.032","0.168","-3.906","-5.066","6.47"
"0.953","0.058","0.207","-1.709","-9.155","6.592"
"0.954","0.042","0.283","-1.282","-11.902","5.005"
"0.958","0.028","0.307","-2.197","-10.071","4.395"
"0.962","0.048","0.237","-3.784","-5.676","5.371"
"0.976","0.079","0.169","-4.089","-4.089","5.615"
"0.988","0.112","0.175","-2.808","-7.507","5.066"
"0.991","0.132","0.206","-0.916","-10.986","3.845"
"0.99","0.135","0.218","0.488","-12.146","1.831"
"0.984","0.124","0.204","1.465","-12.024","-0.061"
"0.964","0.113","0.165","2.258","-11.841","-1.526"
"0.954","0.083","0.141","3.113","-13.245","-3.235"
"0.948","0.065","0.183","3.845","-16.846","-4.272"
"0.944","0.059","0.242","4.211","-19.47","-4.456"
"0.929","0.043","0.272","3.784","-18.799","-4.639"
"0.926","0.012","0.285","1.953","-16.663","-5.066"
"0.929","0.014","0.294","-1.404","-13.977","-4.089"
"0.93","0.04","0.274","-3.967","-10.925","-2.502"
"0.928","0.044","0.239","-3.845","-9.766","-2.136"
"","","","","",""
"-0.335","-0.611","2.748","15.869","-106.506","18.494"
"-0.6","-0.828","3.483","0.305","-98.022","23.132"
"-0.836","-1.162","3.992","-23.743","-65.125","27.405"
"-1.139","-1.48","4","-52.307","-17.761","35.4"
"-1.383","-1.708","4","-77.148","57.19","50.903"
"-1.506","-1.695","4","-79.712","150.024","74.89"
"-1.538","-1.368","4","-67.932","254.7","120.178"
"-1.466","-0.644","3.948","-56.763","348.328","176.27"
"-1.335","0.078","3.137","-41.504","408.569","206.482"
"-1.185","0.531","2.371","-13.672","433.044","207.886"
"-1.125","0.697","1.783","21.179","427.124","195.129"
"-1.088","0.649","1.53","48.462","401.55","179.077"
"-1.085","0.554","1.482","63.904","378.418","168.152"
"-1.086","0.661","1.371","76.66","370.728","168.64"
"-1.135","0.879","1.084","93.018","372.925","174.255"
"-1.091","1.054","0.817","107.971","372.07","177.307"
"-1.099","1.238","0.757","113.647","366.76","177.979"
"-1.093","1.424","0.752","110.413","369.873","175.11"
"-1.081","1.562","0.519","100.037","390.564","168.091"
"-1.052","1.613","0.086","85.266","418.274","157.227"
"-0.898","1.596","-0.422","66.589","436.218","138.977"
"-0.797","1.506","-0.957","58.228","434.57","112.671"
"-0.638","1.336","-1.414","61.89","409.058","86.609"
"-0.478","1.214","-1.67","69.763","364.685","67.017"
"-0.331","1.133","-1.67","79.224","310.303","53.345"
"-0.189","1.057","-1.504","85.632","259.033","43.396"
"-0.106","0.961","-1.337","86.06","221.924","34.79"
"-0.035","0.835","-1.325","81.726","198.975","27.893"
"0.054","0.787","-1.34","73.547","179.81","24.78"
"0.136","0.829","-1.209","61.157","157.471","22.949"
"0.186","0.803","-1.058","50.842","137.024","16.113"
"0.222","0.678","-1.045","43.518","123.962","6.775"
"0.233","0.544","-1.08","39.917","109.436","1.038"
"0.254","0.463","-1.007","38.757","87.402","0.183"
"0.244","0.391","-0.778","38.086","61.768","0.793"
"0.246","0.249","-0.531","31.738","44.434","0.854"
"0.25","0.125","-0.363","18.677","40.466","3.723"
"0.296","0.119","-0.293","2.625","44.373","12.695"
"0.352","0.24","-0.321","-10.315","48.767","23.865"
"0.421","0.341","-0.37","-19.592","48.706","30.334"
"0.504","0.364","-0.364","-24.902","43.213","31.433"
"0.577","0.358","-0.354","-24.963","35.339","31.494"
"0.625","0.36","-0.337","-20.63","26.062","31.616"
"0.674","0.375","-0.273","-14.038","14.648","32.288"
"0.708","0.436","-0.173","-9.033","4.395","32.654"
"0.75","0.463","-0.121","-8.057","-1.16","31.25"
"0.797","0.467","-0.077","-11.047","-3.784","28.687"
"0.847","0.483","-0.002","-14.954","-7.202","26.062"
"0.879","0.486","0.073","-17.273","-9.46","22.766"
"0.905","0.446","0.122","-16.479","-10.193","18.372"
"0.905","0.39","0.158","-14.404","-10.071","14.038"
"0.888","0.356","0.197","-12.329","-9.338","11.23"
"0.865","0.352","0.237","-11.169","-7.507","10.071"
"0.853","0.357","0.236","-11.292","-3.418","9.888"
"0.847","0.343","0.159","-12.207","1.648","9.155"
"0.855","0.324","0.076","-10.742","3.54","9.094"
"0.879","0.309","0.036","-7.141","0.671","9.705"
"0.9","0.323","0.055","-3.113","-3.845","10.742"
"0.923","0.364","0.087","-0.916","-7.263","11.658"
"0.932","0.399","0.067","0.488","-7.812","11.414"
"0.932","0.419","0.006","2.625","-7.996","10.132"
"0.931","0.454","-0.036","5.005","-10.864","9.155"
"0.932","0.471","-0.002","6.47","-15.991","7.019"
"0.939","0.459","0.07","7.568","-20.203","4.089"
"0.934","0.459","0.113","9.033","-21.301","2.197"
"0.936","0.455","0.131","9.949","-20.386","0.854"
"0.948","0.432","0.147","9.094","-18.677","-0.488"
"0.958","0.404","0.166","7.08","-16.479","-1.221"
"0.959","0.39","0.186","4.15","-14.221","-1.465"
"0.998","0.393","0.208","0.732","-12.146","-1.465"
"0.96","0.439","0.222","-3.418","-9.521","-1.404"
"0.961","0.402","0.171","-5.859","-7.446","-2.502"
"0.964","0.373","0.178","-0.732","-9.338","-2.38"
"0.969","0.427","0.25","1.648","-11.108","-0.427"
"0.973","0.476","0.264","2.808","-9.155","0.244"
"0.968","0.46","0.174","4.028","-4.395","-1.953"
"0.964","0.43","0.117","4.456","-4.211","-5.493"
"0.958","0.414","0.137","5.31","-8.423","-7.69"
"0.94","0.407","0.2","8.057","-12.573","-8.911"
"0.912","0.352","0.217","10.132","-12.634","-10.132"
"0.89","0.28","0.189","10.559","-9.949","-10.193"
"0.881","0.279","0.188","8.728","-8.423","-7.202"
"0.877","0.327","0.208","5.859","-7.324","-3.296"
"0.876","0.331","0.214","2.869","-5.432","-2.502"
"0.872","0.293","0.203","0.244","-3.174","-3.052"
"0.879","0.279","0.185","-1.77","-1.77","-2.197"
"0.881","0.298","0.17","-2.686","-1.099","-0.488"
"0.879","0.314","0.158","-2.197","-1.343","0.549"
"0.877","0.313","0.179","-1.038","-2.686","0.793"
"0.876","0.329","0.198","-0.183","-3.296","1.526"
"0.877","0.365","0.205","0.916","-2.319","2.991"
"0.859","0.378","0.153","2.502","-1.648","3.113"
"0.871","0.359","0.11","4.456","-1.77","2.686"
"0.878","0.358","0.112","5.737","-4.028","2.686"
"0.891","0.356","0.117","6.226","-5.554","2.991"
"0.896","0.347","0.132","6.165","-6.47","3.052"
"0.906","0.339","0.143","5.249","-6.409","3.052"
"0.91","0.365","0.14","3.784","-5.371","4.028"
"0.908","0.382","0.155","1.343","-4.883","3.967"
"0.906","0.37","0.194","-1.16","-4.272","2.502"
"0.917","0.367","0.204","-2.93","-2.869","1.892"
"0.921","0.397","0.171","-2.869","-0.854","2.014"
"0.92","0.407","0.148","-1.404","-0.977","1.099"
"0.911","0.378","0.175","-0.305","-2.747","-0.671"
"0.895","0.334","0.21","0.244","-3.967","-2.014"
"0.89","0.311","0.224","0.671","-3.479","-1.648"
"0.887","0.338","0.214","0.793","-2.197","-0.061"
"0.889","0.381","0.197","0.671","-1.221","1.16"
"0.89","0.387","0.189","0.854","-1.404","0.732"
"0.897","0.368","0.199","0.977","-1.892","-0.305"
"0.903","0.369","0.206","0.488","-1.526","-0.61"
"0.897","0.374","0.191","0.061","-0.549","-0.916"
"0.891","0.366","0.171","-0.122","0","-1.831"
"0.883","0.353","0.157","0.427","-0.244","-2.502"
"0.882","0.351","0.136","1.221","-0.61","-2.502"
"0.882","0.362","0.118","1.709","-1.404","-1.648"
"0.885","0.379","0.107","2.014","-2.441","-1.099"
"0.884","0.386","0.098","2.502","-4.211","-1.343"
"0.883","0.37","0.111","2.747","-6.226","-2.563"
"","","","","",""
"0.061","-0.66","2.366","-41.199","-6.592","-3.845"
"-0.083","-0.753","2.763","-58.716","13","-0.122"
"-0.274","-0.88","3.267","-79.163","42.603","2.869"
"-0.465","-1.15","3.577","-97.229","89.844","7.629"
"-0.602","-1.309","3.484","-107.666","153.503","22.4"
"-0.689","-1.322","3.12","-104.431","212.097","47.302"
"-0.67","-1.204","2.581","-90.149","252.014","75.378"
"-0.626","-0.99","2.23","-72.632","268.127","102.173"
"-0.57","-0.703","2.079","-57.312","268.982","125.488"
"-0.551","-0.345","1.976","-52.979","274.902","144.104"
"-0.597","-0.051","1.943","-61.279","288.635","152.71"
"-0.698","0.108","2.01","-70.984","305.298","151.245"
"-0.875","0.186","1.965","-77.515","330.627","146.362"
"-1.075","0.154","1.668","-85.266","366.516","140.808"
"-1.221","0.073","1.294","-88.501","396.973","138.611"
"-1.267","0.11","0.847","-73.853","413.025","146.79"
"-1.25","0.334","0.329","-37.842","413.452","165.344"
"-1.118","0.736","0.067","6.836","392.578","187.378"
"-1.001","1.231","0.2","45.959","359.863","203.064"
"-0.919","1.517","0.022","63.293","354.309","205.2"
"-0.779","1.717","-0.546","60.913","376.709","200.867"
"-0.658","2.125","-0.835","51.636","377.258","196.594"
"-0.527","2.378","-1.039","40.222","358.521","179.565"
"-0.353","2.258","-1.735","27.283","353.271","140.869"
"-0.188","2.1","-2.339","22.034","326.599","102.417"
"-0.072","2.008","-2.131","23.743","248.352","68.298"
"0.011","1.71","-1.46","24.78","169.189","33.508"
"0.002","1.349","-0.91","22.827","127.991","7.812"
"-0.034","1.089","-0.843","17.334","125.427","-1.343"
"-0.036","0.979","-1.093","11.658","128.906","0.122"
"-0.019","1.02","-1.127","9.094","114.197","4.639"
"0.026","1.032","-0.845","10.559","86.426","4.761"
"0.085","0.874","-0.705","13.367","70.19","0.061"
"0.142","0.758","-0.74","15.93","64.819","-0.061"
"0.176","0.783","-0.701","17.7","54.688","5.005"
"0.222","0.825","-0.551","15.32","41.565","7.568"
"0.271","0.806","-0.415","9.705","32.471","5.92"
"0.319","0.774","-0.396","3.357","30.273","4.822"
