"aX","aY","aZ","gX","gY","gZ"
"-0.717","-0.438","2.553","-174.927","-181.885","2.075"
"-0.689","-0.373","2.909","-182.617","-164.124","40.649"
"-0.695","-0.228","3.169","-174.622","-123.962","88.44"
"-0.739","0.006","3.331","-151.062","-65.613","140.076"
"-0.766","0.301","3.378","-114.075","5.31","189.941"
"-0.786","0.621","3.282","-64.514","83.008","235.168"
"-0.863","0.931","3.055","-11.536","160.034","275.085"
"-0.955","1.216","2.78","35.156","225.952","310.364"
"-1.061","1.506","2.528","74.28","272.461","340.698"
"-1.131","1.784","2.32","95.459","300.964","359.375"
"-1.23","2.042","2.123","96.436","313.904","361.389"
"-1.316","2.281","1.966","74.646","311.157","343.018"
"-1.413","2.479","1.852","34.18","296.021","304.504"
"-1.479","2.616","1.758","-7.507","274.17","248.718"
"-1.552","2.705","1.699","-47.852","249.573","181.519"
"-1.67","2.739","1.677","-82.764","225.525","110.168"
"-1.84","2.749","1.71","-106.079","203.857","42.114"
"-2.027","2.772","1.818","-115.112","187.439","-16.541"
"-2.191","2.801","1.966","-112.183","183.655","-70.862"
"-2.347","2.774","2.1","-99.67","201.05","-129.761"
"-2.516","2.585","2.054","-79.224","246.46","-198.853"
"-2.697","2.246","1.762","-54.504","314.087","-272.522"
"-2.894","1.848","1.404","-32.532","385.742","-343.506"
"-3.043","1.446","1.074","-12.268","454.59","-404.785"
"-3.17","1.112","0.748","13.611","520.63","-447.571"
"-3.27","0.868","0.438","43.762","580.994","-467.407"
"-3.354","0.698","0.118","69.885","632.263","-471.558"
"-3.403","0.561","-0.172","81.604","673.462","-468.384"
"-3.44","0.422","-0.517","87.891","703.796","-462.28"
"-3.405","0.296","-0.872","71.106","717.407","-452.148"
"-3.26","0.17","-1.236","21.24","707.52","-443.42"
"-3.079","0.006","-1.618","-23.193","670.532","-439.758"
"-2.8","-0.192","-1.915","-81.482","603.516","-435.425"
"-2.538","-0.442","-2.117","-140.137","513","-428.528"
"-2.139","-0.752","-2.244","-181.763","407.898","-413.269"
"-1.749","-1.072","-2.246","-209.351","292.725","-380.676"
"-1.396","-1.05","-2.041","-215.393","171.936","-330.078"
"-1.17","-1.541","-1.827","-197.205","56.335","-268.555"
"-1.028","-1.642","-1.342","-215.21","-42.603","-203.735"
"-0.993","-1.624","-0.918","-209.839","-118.469","-107.788"
"-0.98","-1.284","-0.513","-232.178","-163.574","17.639"
"-0.976","-0.899","-0.239","-268.616","-189.392","91.614"
"-0.929","-0.531","-0.098","-284.424","-195.557","141.968"
"-0.86","-0.263","-0.019","-292.053","-190.918","168.518"
"-0.809","-0.094","0.029","-277.527","-183.655","175.171"
"-0.762","0.008","0.067","-249.207","-177.734","167.358"
"-0.7","0.073","0.116","-220.276","-175.781","149.231"
"-0.636","0.111","0.179","-195.862","-178.162","123.413"
"-0.588","0.133","0.242","-177.856","-183.655","91.431"
"-0.499","0.108","0.274","-165.222","-189.697","55.054"
"-0.451","0.012","0.307","-160.4","-200.745","17.944"
"-0.472","-0.132","0.379","-164.185","-220.032","-13.428"
"-0.526","-0.288","0.484","-176.941","-243.286","-35.4"
"-0.58","-0.438","0.609","-196.411","-266.174","-45.593"
"-0.612","-0.568","0.771","-220.215","-289.246","-44.312"
"-0.628","-0.668","0.967","-242.92","-309.692","-31.555"
"-0.627","-0.723","1.149","-255.188","-322.571","-8.972"
"-0.582","-0.741","1.307","-254.761","-326.111","19.775"
"-0.501","-0.718","1.406","-241.028","-320.557","53.589"
"-0.434","-0.637","1.471","-218.018","-312.012","89.905"
"-0.41","-0.509","1.538","-194.092","-304.81","125.061"
"-0.449","-0.353","1.629","-173.279","-299.011","154.907"
"-0.496","-0.2","1.729","-154.846","-292.908","176.27"
"-0.478","-0.078","1.832","-140.259","-283.081","186.768"
"-0.483","0.038","1.9","-127.625","-268.86","191.162"
"-0.469","0.146","1.939","-118.652","-253.723","191.895"
"-0.496","0.244","1.977","-111.572","-242.676","190.063"
"-0.531","0.342","2.041","-106.567","-237.061","186.951"
"-0.609","0.436","2.124","-101.807","-232.666","180.725"
"-0.667","0.499","2.246","-96.191","-225.037","168.64"
"-0.692","0.524","2.355","-86.792","-208.862","150.391"
"-0.684","0.501","2.423","-77.576","-180.969","128.174"
"-0.657","0.412","2.431","-67.993","-145.569","106.506"
"-0.62","0.279","2.383","-57.129","-110.291","92.407"
"-0.589","0.163","2.299","-44.067","-79.102","92.285"
"-0.488","0.09","2.187","-29.175","-53.04","106.323"
"-0.427","0.13","2.098","-13.611","-33.936","133.911"
"-0.358","0.271","2.013","2.93","-21.118","170.41"
"-0.357","0.467","1.98","13.489","-10.559","208.252"
"-0.37","0.627","1.94","25.269","-2.625","241.15"
"-0.413","0.777","1.879","33.63","6.226","268.188"
"-0.487","0.946","1.822","39.246","16.113","288.086"
"-0.495","1.105","1.761","41.199","27.161","296.509"
"-0.496","1.271","1.7","40.955","40.405","293.396"
"-0.502","1.429","1.635","38.574","54.321","280.273"
"-0.455","1.541","1.535","38.513","68.97","255.188"
"-0.414","1.598","1.412","38.452","81.604","220.337"
"-0.369","1.605","1.275","40.527","89.783","180.359"
"-0.347","1.555","1.135","42.419","92.285","137.085"
"-0.338","1.457","1.018","37.048","89.661","90.454"
"-0.333","1.287","0.947","25.146","81.421","42.847"
"-0.329","1.076","0.918","10.01","69.763","3.296"
"-0.325","0.865","0.929","-5.493","57.739","-24.475"
"-0.317","0.686","0.946","-18.86","47.607","-40.649"
"-0.291","0.538","0.96","-29.419","40.833","-46.021"
"-0.232","0.417","0.97","-36.133","37.231","-41.687"
"-0.178","0.341","0.948","-35.034","37.781","-26.733"
"-0.15","0.324","0.904","-23.499","39.551","-3.113"
"-0.146","0.38","0.865","-5.981","39.734","23.621"
"-0.156","0.494","0.845","12.207","38.086","47.424"
"-0.185","0.625","0.853","24.536","36.072","61.707"
"-0.197","0.729","0.874","29.419","35.156","64.392"
"-0.203","0.783","0.88","27.283","35.461","56.152"
"-0.193","0.792","0.871","20.691","35.767","41.87"
"-0.184","0.766","0.84","11.23","35.583","25.635"
"-0.169","0.717","0.806","1.526","33.752","10.376"
"-0.155","0.662","0.761","-4.7","30.334","-0.854"
"-0.142","0.616","0.739","-8.423","24.414","-8.301"
"-0.14","0.582","0.741","-9.949","16.907","-13.245"
"-0.153","0.552","0.764","-10.437","9.583","-17.09"
"-0.163","0.516","0.803","-11.536","3.54","-21.851"
"-0.189","0.478","0.849","-12.878","-0.366","-27.466"
"-0.213","0.426","0.88","-15.015","-2.197","-33.936"
"-0.23","0.368","0.906","-18.555","-2.747","-41.138"
"-0.239","0.306","0.92","-22.583","-1.831","-47.607"
"-0.243","0.249","0.933","-25.94","-0.488","-51.636"
"-0.242","0.2","0.936","-27.71","1.282","-52.856"
"-0.236","0.153","0.936","-26.672","2.93","-51.575"
"","","","","",""
"-0.429","-0.513","1.978","-137.695","-114.99","19.714"
"-0.375","-0.478","2.248","-138.672","-113.892","57.678"
"-0.355","-0.347","2.508","-136.292","-98.999","105.53"
"-0.349","-0.129","2.695","-129.822","-68.481","156.616"
"-0.348","0.142","2.774","-115.417","-27.405","205.505"
"-0.421","0.438","2.749","-92.285","15.686","247.803"
"-0.567","0.738","2.683","-66.162","54.932","283.203"
"-0.751","1.046","2.655","-45.471","86.182","312.073"
"-0.927","1.35","2.66","-37.842","112.976","331.909"
"-1.106","1.65","2.659","-42.419","140.442","343.018"
"-1.294","1.943","2.631","-52.979","169.373","348.572"
"-1.509","2.229","2.564","-63.477","199.768","361.572"
"-1.708","2.538","2.413","-67.566","229.858","364.197"
"-1.933","2.824","2.284","-66.284","250.854","316.04"
"-2.086","3.078","2.159","-58.472","267.273","277.161"
"-2.183","3.309","2.052","-56.458","280.884","213.501"
"-2.272","3.391","1.945","-60.425","294.617","108.154"
"-2.346","3.273","1.771","-64.026","312.195","-14.343"
"-2.477","2.912","1.532","-69.641","332.458","-141.663"
"-2.614","2.372","1.294","-77.209","352.173","-258.057"
"-2.713","1.833","1.105","-80.811","370.85","-348.877"
"-2.735","1.406","0.92","-75.073","390.625","-407.532"
"-2.713","1.073","0.72","-62.073","412.292","-438.66"
"-2.631","0.802","0.53","-46.875","433.594","-448.242"
"-2.516","0.591","0.342","-27.771","453.43","-438.11"
"-2.366","0.434","0.138","-2.747","470.032","-411.865"
"-2.217","0.336","-0.083","22.949","481.689","-374.756"
"-2.099","0.303","-0.29","41.931","486.145","-331.97"
"-1.99","0.318","-0.472","50.781","481.14","-290.588"
"-1.877","0.359","-0.636","49.255","466.797","-257.568"
"-1.779","0.412","-0.781","37.72","444.092","-235.474"
"-1.67","0.458","-0.894","11.23","414.001","-225.525"
"-1.579","0.47","-1.018","-20.447","377.136","-229.858"
"-1.494","0.43","-1.153","-48.523","334.045","-245.544"
"-1.413","0.329","-1.238","-84.045","282.593","-266.968"
"-1.331","0.169","-1.261","-121.338","223.694","-290.527"
"-1.251","-0.039","-1.202","-157.837","159.18","-310.547"
"-1.161","-0.264","-1.066","-190.796","93.872","-321.228"
"-1.059","-0.47","-0.893","-219.788","32.776","-319.702"
"-0.975","-0.646","-0.703","-242.065","-21.973","-306.885"
"-0.888","-0.78","-0.511","-256.104","-68.359","-284.058"
"-0.822","-0.868","-0.356","-262.512","-102.783","-254.15"
"-0.804","-0.911","-0.196","-263.855","-127.258","-220.642"
"-0.809","-0.941","-0.023","-264.587","-144.775","-189.392"
"-0.804","-0.964","0.13","-262.939","-153.442","-162.476"
"-0.809","-0.986","0.252","-255.615","-153.992","-139.893"
"-0.789","-1.011","0.351","-242.981","-150.269","-121.338"
"-0.74","-1.047","0.414","-228.394","-140.686","-104.736"
"-0.678","-1.085","0.427","-212.83","-127.197","-88.135"
"-0.61","-1.113","0.394","-194.336","-115.967","-70.007"
"-0.539","-1.127","0.321","-174.622","-109.802","-50.476"
"-0.498","-1.121","0.253","-156.799","-111.633","-29.846"
"-0.498","-1.087","0.232","-143.494","-123.23","-8.484"
"-0.507","-1.033","0.27","-137.207","-140.625","12.207"
"-0.517","-0.956","0.339","-136.719","-161.987","33.325"
"-0.542","-0.85","0.41","-140.015","-186.829","53.65"
"-0.547","-0.748","0.467","-144.897","-213.501","71.045"
"-0.522","-0.658","0.542","-150.146","-242.004","84.412"
"-0.569","-0.566","0.65","-155.823","-271.423","95.215"
"-0.603","-0.495","0.781","-160.645","-299.866","101.501"
"-0.634","-0.442","0.933","-163.574","-325.256","102.844"
"-0.695","-0.406","1.107","-167.908","-344.91","100.647"
"-0.751","-0.393","1.305","-174.622","-358.582","94.666"
"-0.786","-0.423","1.505","-182.983","-365.784","87.28"
"-0.814","-0.465","1.727","-191.772","-367.981","85.144"
"-0.812","-0.498","1.963","-197.632","-364.258","92.59"
"-0.776","-0.5","2.164","-200.073","-348.755","110.413"
"-0.732","-0.439","2.346","-197.937","-322.388","137.573"
"-0.713","-0.309","2.472","-189.819","-285.95","170.166"
"-0.716","-0.138","2.536","-173.462","-242.065","201.599"
"-0.74","0.055","2.542","-144.348","-195.557","227.173"
"-0.782","0.248","2.474","-103.76","-147.705","243.164"
"-0.77","0.396","2.309","-58.594","-101.44","247.314"
"-0.712","0.478","2.099","-16.541","-64.026","242.859"
"-0.657","0.539","1.92","18.494","-42.603","239.075"
"-0.64","0.607","1.806","43.03","-35.706","238.22"
"-0.611","0.665","1.756","52.917","-37.903","235.413"
"-0.591","0.724","1.746","49.622","-42.542","229.919"
"-0.6","0.778","1.733","37.659","-44.067","221.497"
"-0.555","0.803","1.73","21.79","-43.64","210.205"
"-0.47","0.824","1.706","6.348","-40.894","201.233"
"-0.451","0.878","1.7","-1.953","-37.415","200.012"
"-0.365","0.95","1.691","-1.526","-34.119","204.163"
"-0.401","1.048","1.676","6.165","-26.978","209.106"
"-0.387","1.152","1.667","21.118","-19.165","210.266"
"-0.404","1.257","1.622","42.053","-6.592","202.576"
"-0.422","1.327","1.564","54.382","9.155","181.763"
"-0.427","1.333","1.504","55.481","25.818","147.034"
"-0.428","1.26","1.423","44.8","42.175","105.408"
"-0.427","1.118","1.317","27.71","55.908","64.27"
"-0.403","0.94","1.207","10.254","64.026","32.166"
"-0.382","0.786","1.11","-2.563","64.88","14.954"
"-0.359","0.689","1.021","-9.094","59.937","12.146"
"-0.344","0.638","0.972","-9.521","49.438","18.005"
"-0.314","0.633","0.955","-5.249","36.926","27.588"
"-0.304","0.643","0.968","-0.549","26.184","34.668"
"-0.321","0.655","0.997","0.916","18.677","36.194"
"-0.34","0.645","1.055","-1.77","14.221","31.006"
"-0.369","0.599","1.1","-8.362","15.076","18.86"
"-0.357","0.504","1.116","-18.494","20.569","2.869"
"-0.327","0.4","1.102","-29.236","28.381","-10.254"
"-0.286","0.317","1.061","-34.912","35.889","-15.686"
"-0.239","0.264","1","-34.058","42.175","-12.207"
"-0.208","0.253","0.937","-26.184","45.288","-2.075"
"-0.187","0.269","0.888","-15.503","45.288","10.132"
"-0.191","0.311","0.846","-3.418","43.457","21.79"
"-0.224","0.363","0.814","7.629","39.734","28.992"
"-0.253","0.397","0.807","14.16","33.691","29.053"
"-0.282","0.401","0.821","13.184","26.672","22.156"
"-0.298","0.374","0.848","5.859","20.752","11.292"
"-0.295","0.31","0.879","-4.639","16.602","0.183"
"-0.266","0.251","0.897","-13.855","14.526","-6.775"
"-0.256","0.214","0.892","-18.799","13.184","-7.141"
"-0.231","0.21","0.893","-18.86","11.414","-2.258"
"-0.207","0.222","0.896","-17.029","10.071","4.028"
"-0.206","0.254","0.892","-9.949","9.46","11.23"
"-0.213","0.308","0.902","-0.244","7.69","17.212"
"-0.229","0.36","0.918","7.019","6.226","18.921"
"-0.24","0.386","0.934","11.108","6.409","15.625"
"","","","","",""
"-0.854","-0.776","2.111","-174.805","-200.562","-67.627"
"-0.873","-0.808","2.609","-212.28","-210.144","-36.682"
"-0.801","-0.769","3.048","-233.032","-190.979","10.437"
"-0.699","-0.635","3.366","-226.501","-142.7","70.923"
"-0.698","-0.385","3.506","-195.129","-71.106","137.329"
"-0.745","-0.051","3.466","-146.851","13.611","200.317"
"-0.814","0.311","3.284","-87.219","98.206","253.967"
"-0.953","0.66","3.025","-24.414","173.889","298.523"
"-1.122","0.97","2.759","28.381","234.314","332.764"
"-1.25","1.241","2.531","66.589","276.001","354.675"
"-1.362","1.489","2.337","86.06","301.758","366.882"
"-1.474","1.731","2.162","85.205","315.43","368.164"
"-1.524","1.938","2.012","64.209","319.885","353.394"
"-1.545","2.101","1.869","31.677","318.298","321.838"
"-1.55","2.236","1.728","-2.136","313.171","277.1"
"-1.539","2.351","1.609","-32.227","305.237","221.619"
"-1.536","2.402","1.498","-52.124","296.936","154.114"
"-1.535","2.381","1.394","-63.599","290.649","78.857"
"-1.539","2.276","1.279","-66.467","287.354","1.953"
"-1.549","2.067","1.17","-63.904","285.767","-70.679"
"-1.568","1.781","1.092","-60.12","285.034","-132.507"
"-1.591","1.506","1.019","-52.185","288.33","-176.514"
"-1.597","1.272","0.934","-39.429","297.424","-202.393"
"-1.574","1.094","0.813","-21.423","312.317","-212.097"
"-1.548","0.974","0.66","1.709","329.224","-208.679"
"-1.492","0.888","0.503","25.513","344.971","-196.96"
"-1.471","0.84","0.337","48.462","359.009","-179.138"
"-1.422","0.826","0.189","66.833","368.286","-158.936"
"-1.41","0.845","0.055","78.918","372.925","-139.648"
"-1.366","0.879","-0.058","80.139","373.962","-125.549"
"-1.364","0.917","-0.155","68.298","372.62","-119.446"
"-1.306","0.939","-0.25","45.532","369.324","-121.887"
"-1.246","0.946","-0.368","17.029","364.746","-132.446"
"-1.223","0.939","-0.48","-13.428","354.858","-148.254"
"-1.212","0.907","-0.597","-45.715","336.426","-169.067"
"-1.185","0.834","-0.712","-74.524","312.439","-195.923"
"-1.138","0.706","-0.813","-101.624","284.119","-226.99"
"-1.094","0.564","-0.891","-123.84","249.939","-255.066"
"-1.075","0.43","-0.93","-141.602","210.205","-278.198"
"-1.076","0.289","-0.937","-154.602","166.687","-300.049"
"-1.057","0.142","-0.937","-163.757","123.169","-320.557"
"-1.08","-0.014","-0.9","-171.326","78.796","-337.769"
"-1.088","-0.19","-0.82","-184.631","34.546","-351.868"
"-1.059","-0.401","-0.701","-207.825","-8.789","-361.511"
"-0.999","-0.618","-0.53","-239.441","-53.101","-360.596"
"-0.919","-0.824","-0.332","-272.766","-97.107","-346.069"
"-0.838","-0.99","-0.116","-301.453","-136.475","-317.261"
"-0.726","-1.108","0.099","-324.219","-168.518","-275.635"
"-0.6","-1.16","0.27","-333.862","-188.599","-225.525"
"-0.521","-1.14","0.408","-320.862","-201.843","-170.654"
"-0.502","-1.048","0.525","-288.452","-209.473","-117.432"
"-0.519","-0.909","0.631","-252.075","-208.496","-71.716"
"-0.558","-0.744","0.76","-223.022","-199.036","-37.17"
"-0.596","-0.59","0.876","-200.5","-180.42","-16.357"
"-0.616","-0.464","0.938","-177.551","-154.358","-9.338"
"-0.647","-0.382","0.925","-152.771","-126.709","-15.625"
"-0.683","-0.371","0.826","-132.385","-100.342","-33.325"
"-0.718","-0.453","0.634","-120.85","-77.942","-57.007"
"-0.731","-0.598","0.413","-115.479","-64.758","-79.529"
"-0.751","-0.759","0.235","-110.474","-70.923","-94.482"
"-0.744","-0.917","0.155","-108.582","-97.29","-100.037"
"-0.673","-1.066","0.144","-110.168","-136.047","-94.788"
"-0.621","-1.175","0.215","-115.601","-183.472","-77.148"
"-0.652","-1.206","0.402","-122.437","-237.427","-48.401"
"-0.759","-1.159","0.644","-132.263","-290.405","-16.052"
"-0.89","-1.074","0.921","-154.602","-336.365","13"
"-1.018","-0.979","1.214","-189.575","-372.864","38.94"
"-1.157","-0.883","1.528","-227.112","-399.292","62.5"
"-1.303","-0.782","1.873","-258.423","-413.086","84.045"
"-1.375","-0.686","2.228","-283.081","-409.058","102.905"
"-1.372","-0.591","2.522","-293.396","-385.437","121.277"
"-1.324","-0.481","2.765","-281.921","-348.816","142.273"
"-1.239","-0.35","2.925","-251.77","-301.514","164.917"
"-1.151","-0.215","2.986","-211.731","-243.042","185.12"
"-1.079","-0.079","2.952","-170.471","-178.589","200.989"
"-0.995","0.055","2.853","-130.676","-117.432","213.623"
"-0.92","0.17","2.688","-92.468","-63.232","223.633"
"-0.75","0.259","2.512","-59.021","-19.958","233.093"
"-0.712","0.342","2.268","-30.334","12.573","245.056"
"-0.601","0.436","2.076","-9.155","32.349","260.864"
"-0.6","0.554","1.893","10.132","42.603","278.442"
"-0.631","0.69","1.76","21.118","44.861","293.274"
"-0.662","0.83","1.663","30.64","41.809","299.438"
"-0.611","0.918","1.598","26.917","38.757","293.274"
"-0.525","0.968","1.546","16.113","34.607","283.264"
"-0.48","1.052","1.516","8.85","27.527","280.518"
"-0.48","1.17","1.516","5.127","18.799","281.982"
"-0.458","1.296","1.533","-0.305","12.695","279.419"
"-0.471","1.431","1.561","-3.357","11.047","270.02"
"-0.462","1.56","1.581","-4.822","16.357","249.695"
"-0.431","1.64","1.552","-3.784","30.151","214.966"
"-0.401","1.67","1.483","-2.441","49.072","167.542"
"-0.402","1.617","1.361","-2.93","69.824","110.962"
"-0.426","1.441","1.203","-7.996","88.745","48.462"
"-0.442","1.142","1.049","-19.653","102.112","-12.268"
"-0.417","0.813","0.922","-31.433","107.605","-58.899"
"-0.35","0.538","0.822","-37.781","103.577","-79.59"
"-0.252","0.377","0.742","-32.898","90.332","-71.045"
"-0.188","0.322","0.691","-20.508","70.129","-42.48"
"-0.165","0.346","0.682","-9.094","46.265","-7.874"
"-0.181","0.43","0.739","0.244","22.461","22.705"
"-0.22","0.545","0.848","7.385","3.601","42.419"
"-0.26","0.642","0.962","8.911","-6.592","47.974"
"-0.299","0.7","1.042","7.08","-8.972","40.405"
"-0.334","0.715","1.093","2.93","-5.371","23.499"
"-0.372","0.678","1.123","-4.944","0.793","1.221"
"-0.393","0.585","1.135","-16.846","9.094","-23.682"
"-0.392","0.457","1.119","-29.541","19.531","-47.974"
"-0.377","0.325","1.048","-36.438","31.921","-66.711"
"-0.334","0.213","0.959","-34.912","43.152","-76.965"
"-0.311","0.122","0.865","-26.184","50.842","-79.041"
"-0.291","0.043","0.786","-13.367","52.979","-74.28"
"-0.238","-0.018","0.732","-0.549","50.232","-63.721"
"-0.25","-0.056","0.692","10.803","44.067","-48.523"
"-0.219","-0.073","0.682","14.282","34.973","-30.823"
"-0.225","-0.05","0.687","12.39","25.269","-12.634"
"-0.223","0.008","0.713","8.606","14.221","3.235"
"-0.235","0.087","0.753","4.089","3.967","14.709"
"-0.235","0.155","0.8","-0.366","-3.845","20.447"
"","","","","",""
"-0.608","-0.525","1.875","-120.422","-166.687","28.259"
"-0.756","-0.458","2.28","-145.63","-191.406","61.707"
"-0.906","-0.31","2.731","-173.157","-202.942","102.234"
"-1.035","-0.082","3.167","-196.96","-192.932","146.545"
"-1.133","0.201","3.524","-209.167","-156.677","189.27"
"-1.217","0.524","3.768","-204.346","-96.313","225.281"
"-1.296","0.871","3.85","-181.03","-17.09","250.61"
"-1.379","1.188","3.779","-148.254","74.219","260.437"
"-1.46","1.43","3.555","-109.558","169.434","254.944"
"-1.534","1.607","3.219","-63.843","257.08","242.065"
"-1.597","1.743","2.807","-18.86","330.811","226.44"
"-1.63","1.83","2.398","16.663","386.047","207.336"
"-1.66","1.877","2.014","41.26","422.363","182.8"
"-1.659","1.895","1.695","53.284","440.063","152.1"
"-1.645","1.86","1.422","49.072","442.688","112.061"
"-1.63","1.77","1.179","26.245","434.326","64.087"
"-1.603","1.624","0.991","-8.423","417.236","12.878"
"-1.584","1.462","0.855","-41.748","395.386","-32.349"
"-1.572","1.305","0.76","-68.481","372.742","-66.345"
"-1.555","1.197","0.686","-80.994","351.135","-83.862"
"-1.538","1.162","0.636","-78.003","332.581","-84.412"
"-1.517","1.199","0.63","-64.453","320.496","-73.853"
"-1.526","1.287","0.624","-40.771","319.092","-58.716"
"-1.526","1.376","0.584","-9.583","329.529","-47.791"
"-1.546","1.441","0.511","15.747","349.304","-45.776"
"-1.569","1.46","0.425","28.931","376.343","-52.795"
"-1.624","1.465","0.304","37.048","408.081","-64.758"
"-1.683","1.473","0.144","42.542","442.627","-78.003"
"-1.797","1.491","-0.053","44.739","477.905","-93.14"
"-1.898","1.506","-0.282","35.217","509.644","-113.525"
"-1.964","1.5","-0.562","16.235","534.363","-143.799"
"-2.055","1.45","-0.858","-8.789","544.128","-184.753"
"-2.076","1.329","-1.133","-41.504","529.236","-235.413"
"-2.044","1.142","-1.436","-72.021","493.225","-290.649"
"-1.943","0.888","-1.704","-94.238","435.669","-344.543"
"-1.812","0.598","-1.872","-124.573","357.727","-387.939"
"-1.665","0.294","-1.917","-156.433","263.916","-415.894"
"-1.484","-0.03","-1.806","-191.772","159.485","-425.903"
"-1.318","-0.336","-1.533","-228.516","51.025","-416.992"
"-1.222","-0.587","-1.125","-267.029","-51.758","-391.113"
"-1.138","-0.765","-0.705","-307.617","-135.559","-351.746"
"-1.038","-0.862","-0.341","-355.896","-192.444","-301.331"
"-0.956","-0.897","-0.054","-392.273","-227.356","-246.948"
"-0.9","-0.88","0.152","-403.381","-245.605","-195.129"
"-0.869","-0.832","0.308","-390.503","-250.732","-149.963"
"-0.842","-0.773","0.444","-360.168","-247.314","-115.295"
"-0.789","-0.712","0.56","-320.496","-236.816","-90.515"
"-0.769","-0.659","0.666","-276.55","-221.436","-75.623"
"-0.717","-0.633","0.755","-232.605","-204.529","-69.702"
"-0.649","-0.645","0.809","-194.336","-185.791","-70.435"
"-0.608","-0.694","0.815","-164.673","-167.358","-74.28"
"-0.578","-0.764","0.79","-143.066","-152.527","-77.637"
"-0.513","-0.843","0.712","-129.7","-140.808","-78.125"
"-0.496","-0.912","0.588","-124.084","-134.521","-75.134"
"-0.519","-0.97","0.538","-123.962","-143.677","-69.153"
"-0.539","-1.013","0.593","-126.709","-167.297","-59.326"
"-0.539","-1.028","0.693","-132.385","-195.374","-45.044"
"-0.571","-1.002","0.814","-141.113","-223.511","-26.917"
"-0.6","-0.961","0.957","-152.649","-250.183","-7.935"
"-0.608","-0.918","1.102","-165.894","-270.996","9.888"
"-0.62","-0.874","1.258","-177.124","-285.278","27.161"
"-0.638","-0.828","1.424","-182.861","-293.396","43.152"
"-0.647","-0.777","1.579","-182.068","-293.579","58.228"
"-0.642","-0.729","1.72","-173.401","-285.461","72.327"
"-0.619","-0.682","1.842","-160.889","-269.775","85.327"
"-0.606","-0.624","1.912","-145.325","-247.009","98.389"
"-0.602","-0.556","1.932","-124.451","-220.825","111.023"
"-0.574","-0.501","1.918","-101.501","-195.374","121.094"
"-0.507","-0.473","1.885","-81.909","-173.096","129.272"
"-0.471","-0.418","1.848","-66.528","-156.86","142.151"
"-0.468","-0.327","1.833","-55.237","-148.499","160.217"
"-0.477","-0.212","1.854","-50.11","-145.142","179.443"
"-0.494","-0.081","1.9","-50.598","-141.785","196.167"
"-0.5","0.045","1.948","-56.213","-133.972","206.787"
"-0.416","0.141","1.975","-64.27","-119.08","210.327"
"-0.26","0.208","1.963","-70.679","-97.412","212.463"
"-0.12","0.293","1.919","-72.205","-74.524","222.046"
"-0.089","0.416","1.822","-61.829","-53.04","240.662"
"-0.052","0.562","1.675","-36.56","-34.424","262.085"
"-0.186","0.735","1.503","-0.366","-22.095","281.982"
"-0.263","0.92","1.399","39.795","-21.606","294.006"
"-0.435","1.116","1.334","76.599","-27.954","290.466"
"-0.543","1.268","1.339","82.703","-38.757","265.137"
"-0.595","1.328","1.391","61.951","-50.537","218.14"
"-0.592","1.286","1.468","22.034","-61.401","161.072"
"-0.541","1.168","1.555","-19.348","-71.106","110.413"
"-0.484","1.038","1.626","-48.706","-78.796","76.66"
"-0.443","0.969","1.685","-67.2","-83.374","61.34"
"-0.425","0.955","1.757","-76.172","-81.482","56.885"
"-0.405","0.96","1.825","-73.303","-69.946","53.955"
"-0.4","0.963","1.857","-56.091","-46.997","49.011"
"-0.419","0.952","1.814","-27.466","-16.052","40.894"
"-0.447","0.905","1.692","1.221","16.785","29.297"
"-0.466","0.83","1.534","23.01","46.387","15.442"
"-0.476","0.729","1.374","37.964","69.702","1.709"
"-0.485","0.612","1.197","46.753","86.365","-10.193"
"-0.463","0.497","1.037","50.476","92.896","-18.127"
"-0.421","0.405","0.921","48.34","88.623","-19.592"
"-0.363","0.333","0.846","39.49","76.599","-15.686"
"-0.311","0.281","0.814","25.757","60.486","-8.24"
"-0.273","0.259","0.813","11.169","43.701","1.831"
"-0.258","0.272","0.824","0.488","29.236","13.55"
"-0.253","0.314","0.843","-5.249","17.883","23.621"
"-0.247","0.372","0.872","-6.165","9.338","29.48"
"-0.271","0.433","0.897","-4.822","4.517","29.907"
"-0.3","0.453","0.939","-5.92","1.77","22.949"
"-0.295","0.406","0.991","-11.169","1.648","10.376"
"-0.278","0.324","1.007","-16.724","5.615","-1.587"
"-0.251","0.248","0.99","-20.508","12.634","-8.301"
"-0.226","0.203","0.949","-20.142","18.311","-8.362"
"-0.184","0.183","0.894","-13.733","21.484","-3.174"
"-0.151","0.19","0.835","-3.845","22.461","4.822"
"-0.137","0.227","0.789","6.226","20.325","15.503"
"-0.149","0.288","0.772","15.869","15.137","25.452"
"-0.162","0.353","0.774","22.4","8.362","30.945"
"-0.181","0.406","0.802","23.499","0.977","30.579"
"-0.208","0.442","0.843","19.653","-6.165","24.597"
"-0.222","0.447","0.886","11.353","-12.329","13.489"
"-0.246","0.415","0.933","0.366","-17.151","0.305"
"","","","","",""
"-0.829","-0.551","1.876","-130.737","-161.987","-51.697"
"-0.905","-0.635","2.204","-149.963","-176.636","-41.321"
"-0.973","-0.69","2.564","-167.358","-178.04","-21.79"
"-1.014","-0.709","2.954","-182.556","-161.377","7.507"
